idx,구분,회사명,ICP세부,신뢰도,플래그,검증,홀,부스번호,이메일,웹사이트,원본카테고리,판단근거
304,제외,"YUYAO RUIZI COMMODITY PACKAGING CO.,LTD",,low,borderline,Y,A,A-G48,,,,"desc·website 모두 비어있으나 사명에 Commodity Packaging 명시, 화장품 패키징 공급사로 추정되어 자사 소비자 브랜드 없음."
321,제외,경북IT융합기술원,,low,,Y,A,"A-H01,
A-I06,
A-I03,
A-I01,
A-I08,
A-I07,
A-I02",,,,"desc·website 전무, 명칭상 경북 IT융합 기술원으로 공공·연구기관이며 소비자 뷰티 브랜드 아님."
241,제외,주식회사 정훈 / J COP KOREA,,high,,,A,A-H13,nicejeonghun@hanmail.net,http://www.jcopkorea.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",1990년 설립 화장품 패키징 전문 OEM/ODM 기업으로 부자재·용기 공급만 하며 자체 소비자 브랜드 없음.
223,제외,THESERA,,high,,Y,A,A-H18,mrinno@mrinno.com,http://www.thesera.co.kr,"Skin Care, Body Care, Cosmeceutical Products, Facial Masks, Men’s Care, Cleansing Products, Others","desc가 '전문가용 화장품 브랜드', 비침습 리프팅·스피큘 재생 등 에스테틱 시술 프로그램과 65개국 전문가 양성 중심이라 일반 소비자 D2C 브랜드 아님."
185,제외,(주)스킨솔루션,,high,,Y,A,A-H22,naluke@naver.com,http://www.skinsolution.co.kr,"Skin Care, Cosmeceutical Products, Facial Masks, Accessories & Toiletries, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)","desc에서 스스로 '기술 기반 소재 기업', 자동화 대량생산 공정·소모품 공급으로 자처, 하이드로콜로이드 패치 OEM·소재 사업으로 자체 소비자 브랜드 없음."
53,제외,(주)에프에스코리아,,high,export,,A,A-H26,news.sales@fskorea.com,http://www.fskorea.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer (Tools/Accessories)","1988년 설립 글로벌 브랜드에 고품질 제품 공급하는 OEM/ODM·툴/액세서리 제조사, 소비자 브랜드 없음."
45,제외,(주)아크메디코리아,,high,export,,A,A-H31,sales@acmedikorea.com,http://www.acmedikorea.com/,"Cosmeceutical Products, Derma Cosmetics, Facial Masks, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Medical & Beauty Equipment), Thread Lifts and Fillers, Home Aesthetic Device","클리닉·병원 대상 에스테틱/더마 의료제품 제조·수출사(필러·실리프팅), 소비자 자사 브랜드 아님."
488,제외,셀아이콘랩,,medium,,Y,A,A-H32,,,"Derma Cosmetics, Brands/Manufacturer(Medical & Beauty Equipment)",펩타이드 기반 메디컬 에스테틱 스킨부스터(SenoXell) 시술 솔루션으로 소비자 완제품 브랜드 아님.
440,제외,욜리 메이크업툴,,high,,,A,A-H36,onggijonggi_cp@naver.com,https://www.yolybrush.com/,Others,"메이크업 브러시·퍼프 글로벌 OEM/ODM 수탁제조사로 100개 브랜드에 공급, 자체 소비자 브랜드 없음."
133,제외,"HAIFENG PACKAGING CO., LTD.",,high,export,,A,A-H41,,,"Contract Manufacturing(Packing,Containers,etc.)","몰드 개발·자동조립 설비 기반 패키징 제조 공장(유럽·미주 수출), 소비자 브랜드 없음."
112,제외,"FOSHAN JIEMINGYI PACKAGING MATERIALS CO., LTD",,high,,,A,A-H42,370975349@qq.com,,"Contract Manufacturing(Packing,Containers,etc.)",인쇄·패키징 자재 전문 제조사(종이상자 등). 자사 소비자 브랜드 없음.
127,제외,"GUANGZHOU LVFANGZHOU INDUSTRIAL CO.,LTD",,high,,,A,A-H43,lvfangzhou@126.com,https://www.lfz-nonwoven.com,Contract Manufacturing(OEM/ODM),"마스크시트 원단·부직포 소재 OEM 제조(500+ OEM·3000+ 브랜드 납품), 소재공급으로 소비자 브랜드 없음."
190,제외,"TINDA (GUANGZHOU) PLASTIC CO., LTD",,low,,Y,A,A-H46,,,,"desc·website 비어있고 사명이 광저우 플라스틱 제조사로 패키징·용기 제조사로 추정, 소비자 브랜드 없음."
129,제외,"GUANGZHOU TOCHISING PACKAGING PRODUCTS CO., LTD.",,low,borderline,Y,A,A-H47,627887495@qq.com,http://www.tochising.cn/,Others,"desc 비어있고 웹사이트 접속불가, 사명이 PACKAGING PRODUCTS로 용기/패키징 제조사라 자체 소비자 브랜드 없어 제외."
308,제외,"ZHEJIANG MGPACK CO., LTD.",,low,borderline,Y,A,A-H48,,,,"desc·website 모두 비어있으나 사명에 Pack 명시, 패키징 업체로 추정되어 자사 소비자 브랜드 없음."
508,제외,한방미인화장품 HBMIC,,high,,,A,A-I03,hbmic@hbmic.com,https://www.hbmic.com/default/,"Skin Care, Body Care, Cleansing Products, Contract Manufacturing(OEM/ODM)","스킨·헤어케어 OEM/ODM 전문 제조업체로 맞춤형 수탁 생산 서비스 제공, 자체 소비자 브랜드 없음."
328,제외,MELKA,,medium,,Y,A,A-I07,woojinkim88@daum.net,https://thedameul.co.kr/,"Skin Care, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care)",고기능 성분 처방을 개발하나 유통채널 기반 기획의 시장지향 개발사(OEM/ODM)로 자체 소비자 브랜드 판매 근거 없음.
363,제외,봄텍전자,,medium,device,,A,A-I13,bomtech@bomtech.net,https://www.bomtech.net,"Brands/Manufacturer(Medical & Beauty Equipment), Laser/IPL/RF/Multi, Skin/Body Diagnosis Equipment, Home Aesthetic Device, Semi Permanent","레이저·IPL·진단기·반영구 등 의료·뷰티 장비 제조사, 70개국 수출 B2B 기기 중심으로 소비자 자체 브랜드 아님."
407,제외,에이치제이코퍼레이션즈 주식회사,,low,borderline,Y,A,A-I18,hjcorporations@gmail.com,https://www.hjcorporations.kr/,"Derma Cosmetics, Others, Contract Manufacturing(OEM/ODM)","desc가 다분야 솔루션·매출만 언급하고 카테고리에 OEM/ODM 포함, 자체 소비자 브랜드 근거 없음."
256,제외,주식회사 케이원파마,,high,,,A,A-I26,konepharma@konepharma.co.kr,https://konepharma.co.kr/,,파트너 네트워크 통해 의약품·의료기기·뷰티 제품을 공급하는 유통상으로 자체 소비자 브랜드 없음.
2,제외,(주) 네오제네시스,,high,,,A,A-I31,info@neogenesis.co.kr,http://www.neotox-cn.com,"Skin Care, Derma Cosmetics, Facial Masks, Thread Lifts and Fillers, Distribution",자가유래 세포치료 의료기기 개발·공급 전문으로 소비자 뷰티 브랜드 아님.
100,제외,"Daisho Co., Ltd.",,high,,,A,A-I32,,https://www.daisho-g.co.jp/index.html,"Contract Manufacturing(Packing,Containers,etc.)",유리·플라스틱 용기 제조/판매 기업으로 화장품 등 패키징 공급. 자사 소비자 브랜드 없음.
346,제외,에코문도 코리아,,high,,,A,A-I36,korea@ecomundo.eu,https://kr.ecomundo.eu,Others,글로벌 화장품 규제 컨설팅(CPNP·MoCRA 등) 전문 B2B 서비스기업으로 소비자 브랜드 없음.
149,제외,"K.BEAUTY ACCESSORY CO.,LTD",,high,,,A,A-I37,sunjing@k.beautychina.com,http://www.kbeautychina.com/,Brands/Manufacturer (Tools/Accessories),"뷰티 툴 OEM/ODM 수탁 제조 전문, 글로벌 브랜드 대행으로 자체 소비자 브랜드 없음."
118,제외,"GUANGDONG SHENGWEI GLASS TECHNOLOGY CO.,LTD",,high,,,A,A-I41,candylee@shengweiglass.com,https://shengweiglass.com/,"Contract Manufacturing(Packing,Containers,etc.)",화장품 1차 패키징(유리병) 전문 제조사. 자사 소비자 브랜드 없음.
104,제외,"DONGYANG OMI PLASTIC TECHNOLOGY CO., LTD",,high,,,A,A-I42,director@ominatural.com,https://www.ominatural.com,"Contract Manufacturing(Packing,Containers,etc.)","화장품 패키징 전문 제조사(사출·블로잉), 글로벌 브랜드 대상 수탁. 자사 소비자 브랜드 없음."
165,제외,"NINGBO SENG CZE MACROSPRAY CO.,LTD.",,high,,,A,A-I46,market@sengcze.com,https://www.sengcze.com/,"Contract Manufacturing(Packing,Containers,etc.)",트리거 스프레이·펌프·미스트 스프레이어 등 부자재 제조사로 자사 소비자 브랜드 없음.
182,제외,"Shenzhen C&D Electronics Co., Ltd.",,high,device,,A,A-I47,yongbin@cn-cdrc.com,https://cd88.en.alibaba.com/,Brands/Manufacturer(Medical & Beauty Equipment),글로벌 홈뷰티 디바이스 브랜드의 수탁 제조 파트너(OEM)로 자체 소비자 브랜드 없음.
147,제외,JDN CORPORATION LIMITED,,low,,Y,A,A-I48,,,,"desc·category·website 모두 비어있고 사명도 사업 단서 없는 일반 법인명, 판단 근거 없어 보수적 제외."
438,제외,재단법인 부산테크노파크,,high,,,A,A-J01,,,,부산 산업진흥 공공 재단법인으로 자체 소비자 브랜드가 없는 공공 지원기관.
439,제외,제너랩,,low,borderline,Y,A,A-J01,,,,category·website·desc가 모두 비어 있어 뷰티 소비자 브랜드 보유 근거가 없어 보수적으로 제외.
218,제외,주식회사 에코마인,,low,borderline,Y,A,A-J03,,,,"category·website·desc 모두 비어 사업 판단 불가, 정보 부재로 보수 제외."
495,제외,주식회사 쎄븐유,,medium,,Y,A,A-J07,wkksj0521@naver.com,https://www.sevenu.co.kr/,Others,에스테틱·병의원용 미용장비와 전문가용 스킨케어를 공급하는 B2B 토탈솔루션으로 소비자 브랜드 아님.
385,제외,실리스카(주),,medium,borderline,Y,A,A-J11,info@silisca.com,http://www.silisca.com,"Skin Care, Cosmeceutical Products, Derma Cosmetics",desc가 클리닉·에스테틱 전문가 대상 프로페셔널 스킨케어 포뮬러만 언급하고 소비자 D2C/리테일 채널이 없어 자사 소비자 브랜드 성격 부재.
403,제외,에이치알메디텍,,low,borderline,Y,A,A-J13,,,,desc·카테고리 전부 비어있고 사명상 메디텍(의료기기) 추정으로 소비자 브랜드 근거 없어 보수적 제외.
97,제외,CLASSIC PACKING LIMITED,,high,,,A,A-J27,1273897444@qq.com,,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","패키징·용기 OEM/ODM 제조사(사명·category 포장), 소비자 브랜드 없음."
301,제외,YUHENG PLASTIC,,high,,,A,A-J32,chenxiuping@yh-packing.cn,https://www.yuhengpackage.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",PET/PETG/HDPE 병·캡·펌프·튜브 등 화장품 패키징 제조사로 자체 소비자 브랜드 없음.
66,제외,(주)제이티,,high,,,A,A-J36,contact@jtcosmetic.com,https://jtcosmetics.imweb.me/,"Skin Care, Facial Masks, Cleansing Products, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Others","하이드로겔 전문 ODM/OEM 수탁제조사로 고객 브랜드용 제조만 제공, 자체 소비자 브랜드 없음."
49,제외,(주)에스엠에코랩,,low,borderline,Y,A,A-J37,,,,"category·website·desc 모두 비어 있어 사업 확인 불가, 보수적으로 제외."
310,제외,"ZHONGSHAN RONOVA PLASTIC CO., LTD",,high,,,A,A-J41,sales-01@ronova.com.cn,http://www.ronova.com.cn,Others,화장품 패키징 제조사(금형·사출·표면처리·인쇄)로 자체 소비자 브랜드 없음.
124,제외,"GUANGZHOU LEJIAHONG PACKAGING CO., LTD.",,low,borderline,Y,A,A-J42,,,,"desc 비어있음, 사명에 PACKAGING 명시·광저우 패키징 클러스터 소속으로 자체 소비자 브랜드 없는 부자재/용기 업체로 판단해 제외."
307,제외,"ZHEJIANG HAITONG PLASTIC INDUSTRY TECHNOLOGY CO., LTD.",,high,,,A,A-J43,18857568397@163.com,https://www.haitongpack.com/,"Contract Manufacturing(Packing,Containers,etc.)",화장품 패키징 소재 제조(R&D·금형·사출·핫스탬핑) 전문으로 자체 소비자 브랜드 없음.
188,제외,"TAIZHOU HUADI ELECTRIC CO.,LTD",,medium,,,A,A-J46,info@huadicn.com,http://www.huadicn.com/,Brands/Manufacturer (Tools/Accessories),"전기 제품 제조사로 품질·가격만 언급, 자체 뷰티 소비자 브랜드 근거 없음."
176,제외,"SHAANXI FAIRIR BIOTECH CO.,LTD",,low,,Y,A,A-J47,,,,"desc 없음, 사명에 Biotech로 보아 원료·바이오 공급사로 보수적 추정, 자사 소비자 브랜드 없음."
111,제외,"FOSHAN E-HONG HARDWARE PACKING CO., LTD.",,medium,,,A,A-J48,,,,사명이 패킹(부자재·용기) 업체이며 desc 비어있음. 패키징 공급으로 추정.
413,제외,엘피지오,,high,,,A,A-K01,jhlee@lphysio.co.kr,https://www.lphysio.co.kr,"Laser/IPL/RF/Multi, Skin/Body Diagnosis Equipment, Slimming Massage",에스테틱 전문가용 극초단파 페이스·바디 장비 공급기업으로 소비자 브랜드 아님.
143,제외,HUIHONG PACKAGING COMPANY,,high,,,A,A-K31,leo@huihongpackaging.com,https://www.huihongpackaging.com/,Contract Manufacturing(OEM/ODM),"P&G·유니레버 협력 튜브·병·캡 제조사, 부자재 공급 전문으로 자체 소비자 브랜드 없음."
195,제외,WES Worldwide Expo Services (H.K.) Ltd.,,medium,,,A,"A-K31,
A-K32,
A-K36,
A-K37,
A-K41,
A-K42,
A-K46,
A-K47,
A-K48,
A-L31
More stands",,,,사명상 전시 서비스 업체로 자체 뷰티 소비자 브랜드 없음.
189,제외,Talents Packing Technology Limited,,high,,,A,A-K32,sales9@talentsgroup.com.cn,http://www.talentsgroup.com.cn/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",폼·로션·스프레이 펌프와 보틀 제조 B2B 패키징사로 소비자 브랜드 없음.
159,제외,"Majesty Packaging Co., Ltd.",,high,,,A,A-K36,info@mj-pkg.com,https://www.mj-pkg.com/,"Contract Manufacturing(Packing,Containers,etc.)","화장품·퍼스널케어용 플라스틱 튜브 제조사로 OEM/ODM 공급, 자체 소비자 브랜드 없음."
155,제외,"LIFEPACK PLASTIC CO.,LTD",,high,,,A,A-K37,s3@zjlifepack.com,http://www.zjlifepack.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",크림용기·로션병·쿠션케이스 등 화장품 용기 OEM/ODM 제조사로 자체 소비자 브랜드 없음.
198,제외,"Yaxi Daily Necessities Co.,Ltd",,high,,,A,A-K41,118183863@qq.com,https://gzaishi.en.alibaba.com/,Facial Masks,마스크용 부직포 베이스 원단 OEM/ODM 공급사로 자체 소비자 브랜드 없음.
99,제외,"Dachen Equipment Manufacturing Co., Ltd.",,high,,,A,A-K42,danche.1362251@gmail.com,https://www.dcpackequip.com/,Brands/Manufacturer(Medical & Beauty Equipment),"화장품 튜브·생산라인 자동화 설비 제조사(B2B 기계), 소비자 브랜드 없음."
172,제외,"QIJUNHONG PLASTIC PRODUCTS MANUFACTORY CO., LTD",,high,,,A,A-K46,wing@qjhpumps.com,https://www.qjhpumps.com/,"Contract Manufacturing(OEM/ODM), Hair Tools(Brushes, Combs, Scissors, etc.)",스프레이·플라스틱캡·로션펌프 등 부자재 제조사로 자사 소비자 브랜드 없음.
138,제외,"HONG KONG HUIBIDA INTERNATIONAL TRADE CO., LIMITED",,high,,,A,A-K47,business20@huibida.com,,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","화장품 기프트·향수 주변제품(병캡 등) 하드웨어 제조사, 부자재로 소비자 브랜드 없음."
174,제외,"RISE COSMETIC PACKAGING CO., LTD.",,high,,,A,A-K48,CEO@RISEPACK.COM,http://WWW.RISEPACK.COM,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",에어리스병·드로퍼·튜브 등 화장품 포장재 전문 제조사로 자사 소비자 브랜드 없음.
352,제외,메타폴라아로마(주),,high,,,A,A-L01,inform@orlic.co.kr,https://orlic.co.kr,Brands/Manufacturer(Skin Care),"클린뷰티·차별화 제형 R&D·OEM/ODM 제조 기업으로 글로벌 바이어 대상, 자체 소비자 브랜드 언급 없음."
512,제외,홈앤쇼핑,,low,,Y,A,A-L01,,,,desc·website 모두 비어있고 명칭상 홈쇼핑 유통 채널 사업자로 추정되어 자체 소비자 뷰티 브랜드 보유 근거가 없음.
290,제외,COSMOIM,,high,,,A,A-L21,,,Others,"화장품 용기·부자재·원료 소싱·OEM 공급망 B2B 무역사, 자사 소비자 브랜드 없음."
443,제외,(주)조에바이오,,high,,,A,A-L26,info@zoebio.co.kr,https://www.zoebio.co.kr/,"Skin Care, Cosmeceutical Products, Derma Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Medical & Beauty Equipment), Thread Lifts and Fillers","필러·스킨부스터·스킨케어 원료 제조 및 ODM/OEM 수출 중심, 자체 소비자 브랜드 없음."
109,제외,"Forever Packaging Products Co., Ltd",,medium,,,A,A-L31,f.sales.1@foreverpack.com.cn,http://www.foreverpkg.com,,사명이 패키징 제품사이고 파우더·립스틱 등 색조 패키징 품목 나열. 자사 소비자 브랜드 아님.
199,제외,YUANJI PLASTIC PRODUCTS CO LTD,,high,,,A,A-L32,394997302@qq.com,https://www.yuanjitube.com/,,화장품 플라스틱 튜브 제조·맞춤 인쇄 제공 패키징사로 소비자 브랜드 없음.
193,제외,UZONEPACKAGE,,high,,,A,A-L36,info@uzo-pak.com,http://www.uzo-pak.com,Contract Manufacturing(OEM/ODM),화장품 보틀·자·펌프 등 용기와 표면가공 OEM 제공 패키징사로 소비자 브랜드 없음.
302,제외,"Yuncheng Commodity Co.,Ltd",,high,,,A,A-L37,cece.fu@ycpackage.com,http://www.ycpackage.com,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",에어리스병·스프레이·펌프·화장품 용기 전문 제조사로 자체 소비자 브랜드 없음.
139,제외,HONGXIN INDUSTRIAL..LTD.,,high,,,A,A-L41,jenny.gzhongxin@foxmail.com,https://www.hongxinglobal.com/products_details/490.html,Contract Manufacturing(OEM/ODM),"화장품·의약품용 고품질 플라스틱 튜브 패키징 전문 제조, 부자재로 소비자 브랜드 없음."
136,제외,"HANHE PLASTIC INDUSTRY CO., LTD",,high,,,A,A-L42,joe@hanheplastic.com,https://www.zjplastics.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","진공병(에어리스) 플라스틱 용기 제조, 부자재·용기로 소비자 브랜드 없음."
134,제외,"HAIJING PLASTIC INDUSTRY CO.,LTD.",,high,,,A,A-L43,hj002@hjpackaging.com,http://hjpackaging.en.alibaba.com,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)","화장품 패키징(아크릴 진공병·크림병·로션병) 디자인·제조 기업, 부자재로 소비자 브랜드 없음."
150,제외,"KESIYU PACKAGING CO., LTD",,high,,,A,A-L46,raymond.zeng@kesiyu.cn,https://www.ksypackaging.com/,"Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.)",화장품 호스(튜브) R&D·생산·커스터마이징 전문 패키징사로 자체 소비자 브랜드 없음.
90,제외,BAICHANG HONG KONG INDUSTRY LIMITED,,high,device,,A,A-L47,tings@baichangkeji.com,https://www.baichangtech.com/,"Brands/Manufacturer(Medical & Beauty Equipment), Home Aesthetic Device","뷰티·미용기기 OEM/ODM 통합 서비스를 글로벌 브랜드 오너에 제공, 자체 소비자 브랜드 없음."
107,제외,Faye Craft Limited,,high,,,A,A-L48,80780301@qq.com,https://cnyueji.en.alibaba.com,Brands/Manufacturer(Medical & Beauty Equipment),세라믹 괄사 보드·마사저 제조 판매사(알리바바 도매). 자사 소비자 브랜드 아님.
80,제외,(주)톨리코리아,,low,borderline,Y,A,A-M01,,,,"category·website·desc 모두 비어 사업 정보가 전무, 자사 소비자 브랜드 근거 없어 보수적 제외(재검토 권장)."
122,제외,"GUANGZHOU HUAXIN PLASTIC PRODUCT CO.,TLD",,high,export,,A,A-M11,vivian@huaxin-tube.com,https://www.chinabeautypacking.com/,,화장품용 플라스틱 튜브·PET병 제조 수출업체로 자사 소비자 브랜드 없음.
171,제외,"QIANCAI PRINTING GUANGZHOU CO.,LTD",,low,,Y,A,A-M14,,,,"desc 없음, 사명에 Printing으로 보아 인쇄·패키징 업체로 보수적 추정, 자사 소비자 브랜드 없음."
126,제외,"GUANGZHOU LISSON PLASTIC CO.,LTD",,high,,,A,A-M16,lissontube@gzlisson.com,https://www.lissonpackaging.com,,"화장품 튜브·병 패키징 전문 제조기업, 부자재 공급으로 소비자 브랜드 없음."
116,제외,"GUANGDONG CANDEAR TECHNOLOGY INNOVATION CO.,LTD",,high,,,A,A-M19,,,"Skin Care, Make up and Color Cosmetics, Body Care, Men’s Care, Cleansing Products, Contract Manufacturing(OEM/ODM), Contract Manufacturing(Packing,Containers,etc.), Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Bath & Body Care)",카테고리는 스킨케어 등 다수지만 desc는 플라스틱 금형·용기·캡 설계 제조. 자사 소비자 브랜드 없음.
191,제외,"TUBEST PACKING (GD) CO., LTD",,high,,,A,A-M21,,,Others,화장품 튜브 전문 제조사로 자체 소비자 브랜드 없는 패키징 B2B.
102,제외,"DINGSHENG(GUANGDONG) GLASS TECHNOLOGY CO., LTD.",,high,,,A,A-M24,cindy.dingshengpackaging@gmail.com,https://www.gzdsbottle.com,,유리병 패키징 전문 제조사. 자사 소비자 브랜드 없는 용기 공급업체.
96,제외,"CHUNJING GLASS PRODUCTS CO.,LTD",,high,,,A,A-M26,ada@chunjing.com,,"Contract Manufacturing(Packing,Containers,etc.)","하이엔드 화장품 유리 패키징 전문 제조사(용기 부자재), 소비자 브랜드 없음."
173,제외,REDFOXPACK TECHNOLOGY LTD.,,high,,,A,A-M29,,https://www.redfoxpack.com,"Skin Care, Make up and Color Cosmetics, Body Care, Men’s Care, Cleansing Products, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Bath & Body Care)",화장품·퍼스널케어용 플라스틱 용기·튜브·병 포장 전문 제조사로 자사 소비자 브랜드 없음.
135,제외,"HANGZHOU JAMORE PACKAGING CO.,LTD",,high,,,A,A-M30,grace@jamore.com.cn,http://www.znmolips.com,,"화장품 패키징 토탈솔루션(디자인·몰드·양산) 업체, 수탁 공급으로 소비자 브랜드 없음."
170,제외,"PINYUAN PACKAGING TECHNOLOGY (GUANGZHOU) CO., LTD",,high,,,A,A-M31,13422131580@163.com,https://www.wechat.com/pinyuanpackage,"Skin Care, Make up and Color Cosmetics, Body Care, Cleansing Products, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Make up), Brands/Manufacturer(Hair Care), Hair Care Products",화장품 튜브·라미네이트 소재 전문 포장재 제조사로 자사 소비자 브랜드 없음(카테고리 태그 부정확).
181,제외,"SHAOXING SHANGYU YASTAR PLASTIC CO., LTD.",,high,,,A,A-M32,zouyuehua_amy@126.com,https://shop65u2868rf7754.1688.com,,브랜드 고객사 대상 포장재 공급 B2B 제조사로 자사 소비자 브랜드 없음.
153,제외,LECOS,,low,,Y,A,A-M33,,,,desc·category·website 모두 비어있고 사명도 사업 단서 없어 판단 근거 없으므로 보수적 제외.
179,제외,"SHAOXING JINSHENG PLASTIC CO.,LTD",,high,,,A,A-M36,syjinsheng12@jsh-plastics.com,http://www.sy-jinsheng.com,"Contract Manufacturing(Packing,Containers,etc.)",하이엔드 화장품 브랜드 공급용 플라스틱 포장재(로션병·크림자·에어리스병) 전문 제조사로 자사 소비자 브랜드 없음.
93,제외,"BELLE CRAFT MANUFACTURING CO.,LTD.",,low,borderline,Y,A,A-M38,,,,"사명에 Manufacturing 포함·나머지 정보 전무로 수탁 제조사 추정, 자사 소비자 브랜드 근거 없어 보수적 제외."
437,제외,화성산업진흥원,,high,,,A,"A-N01,
A-N02,
A-N03,
A-N06,
A-N07,
A-N08",,,,화성시 산업진흥 공공기관(테크노파크급)으로 뷰티 소비자 브랜드가 아닌 B2B/공공 지원기관.
230,제외,WithsunBio,,medium,device,,A,A-N06,info@withsunbio.co.kr,http://withsunbio.co.kr,"Skin Care, Body Care, Brands/Manufacturer(Skin Care), Brands/Manufacturer(Hair Care), Brands/Manufacturer(Medical & Beauty Equipment), Scalp Care Products, Home Aesthetic Device, Others","근적외선 온열 에스테틱 장비(WIRAON) 전문으로 스파·트리트먼트용 B2B 기기, 소비자 브랜드 아님."
98,제외,코코스팩,,high,,,A,A-N08,smt@cocospack.com,http://cocospack.com/,Others,"뷰티 패키징 전문 기업으로 220여 브랜드에 용기 턴키 공급, 자체 소비자 브랜드 없음."
121,제외,"GUANGZHOU CITY JINGSHANG PLASTIC CONTAINER CO., LTD.",,high,,,A,A-N11,2980435004@qq.com,https://jsrq1688.m.en.alibaba.com/?spm,Others,"화장품 플라스틱 병/캡/프리폼 생산 공장, 부자재·용기 제조로 소비자 브랜드 없음."
123,제외,"GUANGZHOU HUAYU PLASTIC PRODUCTS CO., LTD.",,high,,,A,A-N13,jonathan@hypackco.com,https://eviabt.com/wp-content/uploads/2026/06/IMG_0256.jpg,"Contract Manufacturing(Packing,Containers,etc.)","화장품 패키징(병/용기/펌프/캡) 공급사 HYPACK, 브랜드 패키징 수탁 공급으로 소비자 브랜드 없음."
130,제외,"GUANGZHOU XINDE PACKAGING TECHNOLOGY CO., LTD.",,high,,,A,A-N14,xdbz1688@163.com,https://xdpack.com,"Skin Care, Body Care, Natural & Organic Cosmetics, Men’s Care, Cleansing Products, Accessories & Toiletries, Others, Hair Care Products, Scalp Care Products, Others",카테고리에 Skin Care 등 있으나 desc는 화장품 패키징 R&D·생산 전문으로 자사 소비자 브랜드 없음.
114,제외,"FOSHAN SHUNDE QUANYE PLASTICS CO., LTD",,high,,,A,A-N15,iris@sdquanye.com,https://www.sdquanye.com,"Contract Manufacturing(Packing,Containers,etc.)",화장품 병·크림 용기·에어리스 펌프 등 플라스틱 패키징 전문 제조사. 자사 소비자 브랜드 없음.
117,제외,"GUANGDONG OUXINMAYPACK TECH CO., LTD",,high,,,A,A-N16,admin@oxmpackaging.com,https://www.oxmpackaging.com/,"Natural & Organic Cosmetics, Contract Manufacturing(OEM/ODM), Brands/Manufacturer(Skin Care), Hair Care Products",사명·desc 모두 친환경 튜브 패키징 제조사(특허 150건). 자사 소비자 브랜드 없음.
103,제외,"DONGGUAN KINWONG TECHNOLOGY CO.,LTD",,high,,,A,A-N18,miko@jingwangtop.com,https://kinwongtechnology.en.alibaba.com,,"뷰티 마사지·화장 도구(스패출러, 괄사, 롤러) 제조사로 OEM 공급. 자사 소비자 브랜드 없음."
309,제외,"ZHEJIANG WANSHENG COSMETIC PACKAGING CO., LTD",,high,,,A,A-N19,info@sywansheng.com,https://sywansheng.com,"Skin Care, Contract Manufacturing(Packing,Containers,etc.)",화장품 패키징(크림자·에어리스병·토너병) 풀체인 제조사로 자체 소비자 브랜드 없음.
113,제외,"FOSHAN QISHENG PLASTIC PACKAGING CO.,LTD",,high,,,A,A-N21,cenmingheng@qishengfs.cn,https://wa.me/+8613802523499,"Contract Manufacturing(Packing,Containers,etc.)","화장품·스킨케어용 맞춤 플라스틱 용기 제조사. Watsons·Unilever 등 브랜드 납품, 자사 소비자 브랜드 없음."
131,제외,"GUANGZHOU ZHEN XIONG PRINTING CO., LTD.",,high,,,A,A-N22,selina@gzzhenxiong.cn,https://gzzhenxiong.en.alibaba.com/,"Contract Manufacturing(Packing,Containers,etc.)","PVC/종이 박스·기프트박스·쇼핑백 등 패키징 인쇄 제조사, 소비자 브랜드 없음."
119,제외,"GUANGDONG WENHUA PRINTING TECHNOLOGY DEVELOPMENT CO., LTD",,high,,,A,A-N23,info@winpackprinting.com,http://+853 68917318,"Contract Manufacturing(Packing,Containers,etc.)",종이상자·종이백 맞춤 인쇄 패키징 제조사. 자사 소비자 브랜드 없음.
306,제외,"ZHEJIANG CHENYANG NONWOVEN CO., LTD",,low,borderline,Y,A,A-N24,,,,"desc 없으나 사명에 Nonwoven(부직포) 명시, 마스크 원단 등 소재 공급사로 추정되어 소비자 브랜드 없음."
