구분,회사명,ICP세부,홀,부스번호,이메일,전화,웹사이트,신뢰도,플래그,검증,판단근거,상세페이지
Tier B,MLAY INTERNATIONAL LIMITED,홈디바이스,A,A-I43,mt@mlays.com,00852-70108836,https://www.mlays.com,high,device|export|borderline,corrected,"MLAY 자체 브랜드로 PSE/NRTL/TGA 등 전기·기기 인증을 받아 가정용 뷰티 디바이스를 글로벌 D2C 판매하는 정황, 조건부 device.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.mlay%20international%20limited.org-606e49cb-a412-486f-a886-6e8085cbb2f2.html
Tier B,미영씨앤씨,헤어,A,A-J08,ecomine@ecomine.co.kr,051-808-2778,https://hesolmall.com/,medium,borderline,uncertain,18개 프랜차이즈·5천여 살롱에 두피모발 솔루션 공급(B2B 성격 강함)이나 자체몰(hesolmall) 운영하며 스킨케어 확장 중.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%AF%B8%EC%98%81%EC%94%A8%EC%95%A4%EC%94%A8.org-2ce920d1-cedd-41f6-9515-3e380ab5df6e.html
Tier B,디오에스앤유니크,홈디바이스,A,A-K06,help@doskorea.co.kr,02-444-9962,https://dosinternational.co.kr/en/,high,borderline|device,corrected,화이트 태닝 시스템·뷰티 디바이스와 전용 화장품을 자체 개발·생산·유통하나 태닝 장비가 업소용 성격 강해 소비자향 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%94%94%EC%98%A4%EC%97%90%EC%8A%A4%EC%95%A4%EC%9C%A0%EB%8B%88%ED%81%AC.org-2cd97758-6ab2-4277-b02f-82ed9f926b67.html
Tier B,엑소블랑,홈디바이스,A,A-K13,info@linkusglobal.kr,+827041374555,https://linkusglobal.kr/,high,device|borderline|export,corrected,Kairax필러·Kaimax톡신 등 클리닉용이 주력이나 Exoblanc은 일상 스킨케어 시장 겨냥한 홈케어 마이크로니들 디바이스 자체브랜드로 소비자대상 존재. (검증변경),https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%97%91%EC%86%8C%EB%B8%94%EB%9E%91.org-9fbf3d02-cfc5-4882-961f-70e75eb5af42.html
Tier B,(주)새로핸즈,향수,A,A-K21,saero@saero.co.kr,02-2211-1157,https://www.saerohands.com/,high,oem_with_brand,corrected,"향수 OEM/ODM 기반이나 '퍼퓸얼','센트홈' 등 자체 완제품 라인을 완제품 시장으로 확장 중인 소비자 향수 브랜드",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%83%88%EB%A1%9C%ED%95%B8%EC%A6%88.org-b0df1b71-358f-41db-ae9d-b2501c76f5dd.html
Tier B,(주)제이앤제이,더마,A,A-L06,jnj_25@daum.net,070-7405-2881,https://earthera01.cafe24.com/,high,borderline,confirmed,desc는 추상적 R&D·뷰티제품 위주이나 공식 웹사이트가 카페24 자사몰(earthera)이라 더마 소비자 브랜드 운영으로 추정되어 확인 필요.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%A0%9C%EC%9D%B4%EC%95%A4%EC%A0%9C%EC%9D%B4.org-0283fc8d-3d3d-4857-89de-5d74393ebfd6.html
Tier B,BOTA C X Choi's Choice lab,스킨케어,A,A-L08,cheonghaedam@gmail.com,033-635-6640,https://www.kglowmelb.com,high,export|indie,Y,2020년 호주 런칭 기능성 K-뷰티 자체 브랜드로 6종 라인업 보유하나 유통이 호주 클리닉·살롱·약국 B2B 중심이라 국내 인플 의향 불명확함.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.bota%20c%20x%20chois%20choice%20lab.org-7a2becaf-1923-4436-a14a-40a84dcb74d7.html
Tier B,VINACEUTICALS,더마,A,A-L11,official@vinaceuticals.vn,+84901288809,https://vinaceuticals.vn,medium,export|indie|borderline,notfound,베트남 자체 코스메슈티컬 생태계로 자사 실험실에서 임상검증 스킨케어를 연구·개발·판매하는 소비자 브랜드이나 해외 신생이라 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.vinaceuticals%20.org-c13955ce-384e-4ba1-9f1f-49fd6c762f4a.html
Tier B,비오아이,바디,A,A-N02,jaypal_company@naver.com,010-6279-6396,https://bringorganic.com,high,oem_with_brand,confirmed,OEM/ODM 기업이나 자체 브랜드 '브링오가닉' 운영하며 셀프왁싱·홈케어 소비자 제품 보유로 조건부 대상.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B9%84%EC%98%A4%EC%95%84%EC%9D%B4.org-abc8424d-fb95-45f7-9c16-eead15bd8e14.html
Tier B,SHAAN HONQ INT'L COSMETICS CORP.,헤어,A,A-N33,sophia@shaanhonq.com.tw,+88672240011,https://www.shaanhonq.com.tw/,high,borderline|export,corrected,40년 헤어케어·염모 자체 브랜드(AI SMART 새치커버 컬러) 보유하나 살롱·스타일리스트 전문가용 포지셔닝이라 소비자 인플 적합성 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.shaan%20honq%20intl%20cosmetics%20corp.org-09d03dd5-6a20-4b94-9e10-79d635647d3b.html
Tier B,코이즈,더마,A,A-O06,mkt@oxyfacial.com,01053334714,https://oxygenceuticals.co.kr/,high,borderline|export,corrected,산소 스킨케어 자체 브랜드 옥시젠슈티컬스(자사몰 보유) 운영하나 병의원 800곳·35개국 수출·시술후처치 B2B 중심이라 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%BD%94%EC%9D%B4%EC%A6%88.org-71cc60a4-6761-4e16-b31c-22d7b47b650a.html
Tier B,(주)배쓰프로젝트,바디,A,A-O14,office@bathproject.kr,070-8800-7700,https://www.bathproject.kr/,high,oem_with_brand|export,confirmed,"desc상 '스파&바디케어 브랜드이자 OEM/ODM 제조사', 입욕제·퍼퓸 바디케어를 올리브영·다이소 등 소비자 채널에 유통하나 OEM 비중 큼.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%B0%B0%EC%93%B0%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8.org-4fdc9cd2-0a87-4ddf-996a-cca6d002b733.html
Tier B,바이더퀄리티,더마,A,A-O21,bythequality@gmail.com,+82 70-4233-3347,https://www.bythequality.com/en,high,export|borderline,confirmed,"Alo Zulene·LactZe 자사 더마코스메틱 브랜드이나 에스테틱 클리닉·전문가 대상 중심, CPNP·MoCRA 수출 확장형이라 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B0%94%EC%9D%B4%EB%8D%94%ED%80%84%EB%A6%AC%ED%8B%B0.org-1a892f76-cdda-417a-879b-e7c48e864db3.html
Tier B,epielle,스킨케어,A,A-O26,online@epielle.com,031-625-2201,https://epielle.com/,high,export,found,자사 브랜드 epielle 보유하나 20년간 미국 유통 중심 수출형이라 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.epielle.org-b5473045-76b5-42bc-9bac-fe0f327d9a33.html
Tier B,Korea Honey,스킨케어,A,A-O36,sharp-be@naver.com,01063187201,https://www.sharp-be.com/,high,borderline,corrected,양봉농협 자회사로 꿀·프로폴리스 원료 기반 화장품 개발·마케팅하며 프리미엄 코스메틱 시장 진입 중이나 자사 브랜드 정립 단계 확인 필요.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.korea%20honey.org-8d1e9730-e8c1-49b3-8d0b-ad4934ea2559.html
Tier B,TRINICELL,더마,A,A-O37,contact@trinicell.co.kr,01077712071,https://trinicell.co.kr/,high,,Y,"슬로에이징 더마 브랜드로 Derma Ritual 홈케어 루틴을 시술 후·민감피부 소비자에 판매, 코스메슈티컬/더마라 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.trinicell.org-7e4dfafd-713d-462a-8489-7808e966e817.html
Tier B,주식회사 제트글로벌,더마,A,A-P01,tomtittot.official@gmail.com,01021717957,https://tomtittot.com/,high,export|borderline,corrected,"2020년 tom-tit-tot 브랜드 런칭해 태국·미국 등 수출, 에스테틱 전용이나 홈케어 겸용 개발 중이라 소비자 직접판매 비중 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%A0%9C%ED%8A%B8%EA%B8%80%EB%A1%9C%EB%B2%8C.org-a9eea1bc-ef55-43fe-9009-edf5781b7dcd.html
Tier B,"MIMO CO., LTD.",네일,A,A-P20,sales@mimonail.com,821028736306,https://mimonail.com/,high,borderline|oem_with_brand,corrected,"네일 OEM/ODM 제조사이나 자체 브랜드 LAGELAVU·MIMO 보유, 네일은 비핵심 뷰티라 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.mimo%20co%20ltd.org-783c9ec9-a4e5-4994-af08-f72dffade9ac.html
Tier B,JKOSMEC,스킨케어,A,A-P21,sales@jkosmecseoul.com,82-70-5175-0100,https://kr.linkedin.com/in/jkomecs-korea-a50a26259,high,export|oem_with_brand,corrected,K-beauty 자체 브랜드 표방하며 마스크·클렌저·세럼·헤어케어 풀라인 보유하나 OEM 병행·30개국 수출 중심이라 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.jkosmec.org-41f872d0-080d-4da7-b251-48c684c8948c.html
Tier B,성림 BNC,홈디바이스,A,A-R02,sunglimbnc@naver.com,02-413-1945,http://www.sunglimbnc.com,medium,device|export,uncertain,"에스테틱 기기와 앰플·크림·기능성 화장품을 홈케어·전문가용으로 운영하는 자체 브랜드, 기기·화장품 혼합으로 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%84%B1%EB%A6%BC%20bnc.org-90f762f7-3c03-41be-9877-595857061342.html
Tier B,(주)바이오센서연구소,스킨케어,A,A-R21,franz@biosensorlab.com,+8225345239,https://franzskincareusa.com/,high,export,corrected,"자체 R&D 성분(SP-EGF 등) 기반 스킨케어 브랜드 FRANZ 보유, 미국몰(franzskincareusa.com) 운영하나 해외중심으로 국내 인플 의향 불명확.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%B0%94%EC%9D%B4%EC%98%A4%EC%84%BC%EC%84%9C%EC%97%B0%EA%B5%AC%EC%86%8C.org-5e72409c-5a4f-4ee1-82e2-fd20ef2ee2e4.html
Tier B,Wati For Skin,스킨케어,A,A-R29,twotigers2222@naver.com,070-4366-5940,https://youtu.be/UiaA9IiuFWA,high,export,Y,고기능성 스킨케어 자사 브랜드 'Wati for Skin'(128 SKU) 전개하나 24개국 수출·바이어 마진 중심으로 수출형.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.wati%20for%20skin.org-a1a70b89-223a-40fa-bf27-c83bbba7e285.html
Tier B,바이오셀힐 & 카토-카토,더마,A,A-R34,sallyshen__@naver.com,01062613686,https://bluecpr.com,high,,Y,"바이오셀힐 자체 더마 스킨케어 브랜드로 독자성분 PDRNOLEN·더마테스트 등급, 피부 고민별 소비자 라인 보유.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EB%B0%94%EC%9D%B4%EC%98%A4%EC%85%80%ED%9E%90%20%20%EC%B9%B4%ED%86%A0-%EC%B9%B4%ED%86%A0.org-c324e763-1ae4-4720-a74c-11ec6a097a69.html
Tier B,(주)씨유스킨,더마,A,A-R39,info@cuskin.com,010 3649 2142,https://www.cueshop.co.kr,high,borderline,corrected,피부과 협력 코스메슈티컬 제조·유통이나 클리닉/에스테틱 전문채널 중심이라 소비자 D2C 브랜드성은 미확인,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%94%A8%EC%9C%A0%EC%8A%A4%ED%82%A8.org-6a74b51e-315a-4f7b-8344-2a2e2f0ef480.html
Tier B,일공일공 이미지플러스,바디/이너뷰티,C,C-I04,1010master@naver.com,032)623-8717,https://www.tentengroup.net,high,sensitive|borderline,confirmed,자사 소비자 브랜드 이미지플러스(Y존 케어 화장품)·먹는 이미지 제품 운영하나 여성 인티메이트 케어 민감군 성격이라 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9D%BC%EA%B3%B5%EC%9D%BC%EA%B3%B5%20%EC%9D%B4%EB%AF%B8%EC%A7%80%ED%94%8C%EB%9F%AC%EC%8A%A4.org-edc11e36-274b-4172-a39a-db9b6dd63f70.html
Tier B,인솔 주식회사,더마,C,C-I13,ninova@in-sol.co.kr,02-404-7990,https://kr.linkedin.com/company/in-sol,high,derma,Y,체외진단 의료기기 기업 출발이나 NINOVA 자체 저자극 더마·마이크로바이옴 스킨케어 소비자 브랜드(멀티펩타이드 넥크림 등) 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9D%B8%EC%86%94%20%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC.org-888d6b00-c7b9-4aec-b8dc-214b5604a4e5.html
Tier B,주식회사 제이비무역,홈디바이스,C,C-I20,yrkwoon@naver.com,070-4144-8548,https://charmbody.co.kr/,high,device,Y,"프리미엄 홈케어 브랜드 참바디(CHAMBODY) 자사몰 보유, 각질제거기 발가리PRO 등 가정용 뷰티 디바이스 소비자 브랜드(생활가전 혼재).",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%A0%9C%EC%9D%B4%EB%B9%84%EB%AC%B4%EC%97%AD.org-53bdd398-ecd2-47d2-89ac-b2c7aabf6e15.html
Tier B,주식회사 에이치피앤씨,더마,C,C-K42,hpncmall@hpnc.co.kr,,http://hpnc.co.kr/,high,oem_with_brand|sensitive,confirmed,테라비코스·라비덤·메이톨로 자체 코스메슈티컬 브랜드 보유하나 필러·의약품·OEM 등 의료 B2B 비중 큼.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%97%90%EC%9D%B4%EC%B9%98%ED%94%BC%EC%95%A4%EC%94%A8.org-b02481c2-332f-40ec-a0a4-bd99e6dff6b2.html
Tier B,주식회사 오션스인터내셔널,스킨케어/메이크업,C,C-L36,oseans@oseansint.com,,http://www.oseansint.com/kr/,high,oem_with_brand|export,corrected,"OEM/ODM 주력이나 더프레스카랩·므시뚜·콜라보엑스 등 자체 OBM 소비자 브랜드 운영, 다만 수출·B2B 고객사 중심이라 국내 인플 의향 확인 필요.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%98%A4%EC%85%98%EC%8A%A4%EC%9D%B8%ED%84%B0%EB%82%B4%EC%85%94%EB%84%90.org-6dde5bd7-42be-4bea-9cf2-588f46ef9e63.html
Tier B,(주)필코코스팜,더마,C,C-L47,pilko@pilko.org,031-681-2273,https://pilkocospharm.co.kr/,high,oem_with_brand|borderline,confirmed,화장품·스킨부스터·의료기기 OEM/ODM이 주력이나 자체 브랜드 '메디씨엘(Mediciel)'을 론칭해 소비자 판매 중이며 그 비중은 확인 필요함.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%ED%95%84%EC%BD%94%EC%BD%94%EC%8A%A4%ED%8C%9C.org-aa9d9edd-c5c8-43a6-a847-c5f96d8a9b69.html
Tier B,INOPRO,오럴케어,C,C-M01,alexander@inopro.us,+16464184413,https://inopro.us,high,indie|borderline,confirmed,퍼옥사이드프리 치아미백 등 일상용 스마일케어를 자사 브랜드(inopro.us)로 직접 판매하는 뷰티 인접 신생 소비자 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.inopro.org-139a3d8d-70dc-4689-b010-22a61b48bfbc.html
Tier B,(주)이레코스메틱,스킨케어,C,C-M56,irecosmetics@naver.com,032-817-6621,https://www.irecosmetic.co.kr,high,export|oem_with_brand|borderline,corrected,"에스테틱 화장품 OEM/ODM 제조사이나 자체 브랜드 '오디코시','베라넘' 보유, 다만 베트남·캐나다 총판 등 해외 B2B 중심이라 국내 인플 의향 불명확.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%9D%B4%EB%A0%88%EC%BD%94%EC%8A%A4%EB%A9%94%ED%8B%B1.org-a4ba3e16-7ebf-4ace-b699-fac35a7563c9.html
Tier B,와더스킨,스킨케어,C,C-M57,whataskin7@gmail.com,+8270-4090-1239,https://whataskin7.cafe24.com/shop3/,high,oem_with_brand,corrected,20년 제조 경력의 OEM/ODM사이나 자체 비건 스킨케어 브랜드 'What a skin'과 cafe24 자사몰을 운영하는 브랜드 겸영.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%99%80%EB%8D%94%EC%8A%A4%ED%82%A8.org-62df28c6-321e-4905-8635-f11858f5b119.html
Tier B,KONAD코나드,메이크업,C,C-N46,konadkorea@konadnail.com,827043989846,http://www.konadcosmetic.com,high,oem_with_brand,confirmed,"20년 OEM/ODM 제조사이나 'own in-house brands' 명시, 코나드 네일아트는 소비자 인지 자체 브랜드.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.konad%EC%BD%94%EB%82%98%EB%93%9C.org-0264b43e-4494-45d7-b886-32f169356381.html
Tier B,"VIEWTEL Co., Ltd.",홈디바이스,C,C-N51,marketing@view-tel.co.kr,010-8038-6314,https://viewtel.cafe24.com/,high,device,found,자사 가정용 AI 뷰티 디바이스 브랜드 '뷰더마'를 소비자에게 직접 제공하는 홈 에스테틱 기기 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.viewtel%20co%20ltd.org-499b17c5-2994-4c27-8dc3-364c4a90d3b8.html
Tier B,BTF,홈디바이스,C,C-N57,hanmaum117@naver.com,010-3438-3898,https://thebtf.co.kr,high,device,Y,"초음파 홈케어 디바이스 '울트라소닉 듀오' 자체 소비자 브랜드, 전용 부스터젤·마스크팩 동반 판매하는 가정용 뷰티 기기.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.btf.org-6391ac24-1887-4008-bd2f-fafd741e01a9.html
Tier B,㈜상떼화장품,더마,C,C-O01,sante@santecosmetic.net,010-5765-7161,https://santecosmetic.co.kr,high,borderline,corrected,임상 기반 전문 에스테틱 브랜드 제품을 직접 기획·제조·유통하나 에스테틱 전문가 채널 중심이라 소비자 인플 마케팅 적합성 조건부.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%83%81%EB%96%BC%ED%99%94%EC%9E%A5%ED%92%88.org-127ca630-44b3-456d-a0c4-050e42464162.html
Tier B,주식회사 에스테르,스킨케어,C,C-P06,estercos@daum.net,,,high,borderline,found,desc 비어 근거 부족하나 category에 Brands/Manufacturer(Skin/Hair/Body) 표기로 자체 브랜드 보유 보수 추정.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%97%90%EC%8A%A4%ED%85%8C%EB%A5%B4.org-2b3b9108-1c75-4a47-a64f-c9b40ce4d482.html
Tier B,KPCOS,스킨케어,C,C-P36,kyulgoun@kyulgoun.com,+82 31 996 6266,https://kpcos.com,high,oem_with_brand|export,Y,"OEM/ODM 수탁 위주이나 desc에 자체 브랜드 GLAMFOX 제조·유통·수출 명시, 수출형이라 국내 인플 의향 확인 필요한 조건부.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.kpcos.org-0db0574b-400c-449b-ae96-26ff0952cdb6.html
Tier B,(주)제이지에스헬스큐어,스킨케어,C,C-Q04,mayyoung@mayyoung.kr,010-9259-6218,https://mayyoung.kr,high,borderline,corrected,스킨케어·헤어 카테고리에 mayyoung.kr 자사몰 도메인 보유로 자사브랜드 추정되나 desc가 추상적 슬로건뿐이라 사업실체 확인 필요.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%A0%9C%EC%9D%B4%EC%A7%80%EC%97%90%EC%8A%A4%ED%97%AC%EC%8A%A4%ED%81%90%EC%96%B4.org-433cc84d-d263-4fb3-b45b-9e19b3144315.html
Tier B,이지템,홈디바이스,C,C-R05,sales@easytem.co.kr,+82-31-312-1305,https://www.easytem.co.kr/,high,device,Y,모공케어·흡수개선 홈 뷰티테크 디바이스를 자체 개발·제조하는 소비자 브랜드로 가정용 뷰티 기기 보유.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%9D%B4%EC%A7%80%ED%85%9C.org-1fcc1db2-2c68-4896-a893-4b0c88f870f8.html
Tier B,(주) 엠디무역,헤어,C,C-R19,mdtrad@naver.com,010-9403-1281,https://www.mdwig.co.kr/,medium,borderline|export,uncertain,자체 공장 생산 프리미엄 통가발·붙임머리에 자사몰(MDWIG) 보유하나 차홍·준오 등 헤어살롱 B2B 공급이 주력.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%20%EC%97%A0%EB%94%94%EB%AC%B4%EC%97%AD.org-4ae319b6-a4ca-41d5-b65f-e056aaaecabf.html
Tier B,주식회사 에이디솔루션,더마,L,L-A02,adsolution52@naver.com,07080641805,http://www.adsolutionkorea.com,high,,Y,"아토피 경험 기반 민감·문제성 피부 전문 스킨케어, 아토패스트·배리어리페어밤 자체 라인 소비자 리뷰 다수.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%EC%97%90%EC%9D%B4%EB%94%94%EC%86%94%EB%A3%A8%EC%85%98.org-8bcf822b-3478-42fb-9959-44d59a423b8b.html
Tier B,(주)코윈바이오,더마,L,L-A11,mesablue@kowinbio.co.kr,07050961080,https://en.mesabluestore.com/,high,oem_with_brand|borderline,confirmed,"원료 B2B 공급 병행이나 자체 더마 브랜드 '메사블루' 보유, 일상 홈케어 적합 명시·자사몰(mesabluestore)·크라우드펀딩 검증으로 소비자 브랜드 인정.",https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%BD%94%EC%9C%88%EB%B0%94%EC%9D%B4%EC%98%A4.org-6f08fe59-f842-489b-80e3-244d99edeb78.html
Tier B,킨뮬러,더마,L,L-B01,beauty@kinmula.com,+82-2-558-3575,https://kinmula.com/,high,indie,Y,세럼·아이크림·보습크림을 한 병에 응축한 항노화 올인원 더마 자사 제품을 소비자에게 전개하는 신생 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%ED%82%A8%EB%AE%AC%EB%9F%AC.org-fbb67965-081b-4458-b20e-1eb8127edb3a.html
Tier B,"HANJINEYMAY CO.,LTD",스킨케어,L,L-B02,official@hanjineymay.com,,,high,borderline|export,found,자사 브랜드 3개 보유하나 핵심이 피부관리샵 운영자 대상 전문가용 프로그램 공급이라 소비자향 D2C 비중 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.hanjineymay%20coltd.org-b9decf64-0de9-42ad-b130-faae8321ab1f.html
Tier B,FACE FACTORY,홈디바이스,L,L-B23,marketing@cubist.co.kr,+821028985097,https://www.face-factory.com/,high,device|borderline,corrected,'Medical Grade Devices - Homecare solution'으로 가정용 디바이스 브랜드 시사하나 desc가 한 줄뿐이라 소비자 브랜드성 근거 빈약. (검증변경),https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.face%20factory.org-22fb133f-d093-4155-81c3-e1d3af1d7f75.html
Tier B,(주)뷰티앤팩토리,더마,L,L-C01,global@beautynfactory.com,+82.70.8868.1608,https://beautynfactory.com/,high,export|borderline,confirmed,자사 민감성 더마 브랜드 Dr.DERMAel 보유하나 12개국 유통·글로벌 바이어/마케팅 중심이라 국내 인플 의향 불명확.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EB%B7%B0%ED%8B%B0%EC%95%A4%ED%8C%A9%ED%86%A0%EB%A6%AC.org-5ad986fb-428f-411e-aef8-d26d8a70a567.html
Tier B,(주)시카젠,더마,L,L-D01,cicagen@cicagen.com,02-6233-8037,https://en.cicagen.com/,high,borderline|indie|oem_with_brand,confirmed,OEM/ODM 태그가 있으나 desc는 독자 CALS 공정으로 만든 프레시 Cica 90% 앰플·크림 자체 제품을 직접 선보인다고 명시한 병풀 더마 스킨케어 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9C%EC%B9%B4%EC%A0%A0.org-c47d1e91-620f-4033-80e8-6c2494c74fac.html
Tier B,Bodycare Lab,홈디바이스,L,L-E05,contact@bcl.kr,070-4700-1368,http://www.bcl.kr,high,device,Y,자체 브랜드 DOSIÉ 홈케어 디바이스·스킨케어와 AI 피부분석앱 VITNA 운영하는 소비자 가정용 뷰티 디바이스 브랜드.,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.bodycare%20lab.org-241cc2c1-5236-4ec8-895a-1dab455e0b97.html
Tier B,주식회사 텍스코,바디,L,L-G07,somsajang@texkor.com,031-798-8261,https://www.somsajang.co.kr,high,,Y,코튼 기계 수출이 본업이나 자체 기술로 만든 소비자 완제품 자사 브랜드 '솜사장 클렌징패드'를 보유(사이트도 somsajang.co.kr).,https://www.intercharmkorea.com/ko-kr/exhibitor_directory/Exhibitor_detail.%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC%20%ED%85%8D%EC%8A%A4%EC%BD%94.org-58aab4b4-d47e-4797-8241-28d78d8d9cf2.html
